date,month,day,year,station,site,bay,species,cpue,,,,
7/24/2021,7,24,2021,320,Sanak-4,NE Harbor,pink salmon,0,,,,
7/24/2021,7,24,2021,321,Sanak-5,NE Harbor,pink salmon,0,,,,
7/17/2018,7,17,2018,38,PW-1,Port Wrangell,pink salmon,6,,,,
7/17/2018,7,17,2018,39,PW-2,Port Wrangell,pink salmon,0,,,,
7/17/2018,7,17,2018,40,PW-3,Port Wrangell,pink salmon,0,,,,
7/17/2018,7,17,2018,41,PW-4,Port Wrangell,pink salmon,3,,,,
8/14/2018,8,14,2018,88,PW-3,Port Wrangell,pink salmon,9,,,,
8/14/2018,8,14,2018,89,PW-2,Port Wrangell,pink salmon,0,,,,
8/14/2018,8,14,2018,90,PW-1,Port Wrangell,pink salmon,0,,,,
8/14/2018,8,14,2018,91,PW-4,Port Wrangell,pink salmon,0,,,,
7/9/2019,7,9,2019,137,PW-3,Port Wrangell,pink salmon,0,,,,
7/9/2019,7,9,2019,138,PW-2,Port Wrangell,pink salmon,1,,,,
7/9/2019,7,9,2019,139,PW-1,Port Wrangell,pink salmon,0,,,,
7/9/2019,7,9,2019,140,PW-4,Port Wrangell,pink salmon,0,,,,
7/8/2020,7,8,2020,213,PW-1,Port Wrangell,pink salmon,0,,,,
7/8/2020,7,8,2020,214,PW-2,Port Wrangell,pink salmon,36,,,,
7/8/2020,7,8,2020,215,PW-3,Port Wrangell,pink salmon,99,,,,
7/8/2020,7,8,2020,216,PW-4,Port Wrangell,pink salmon,18,,,,
7/6/2021,7,6,2021,284,PW-1,Port Wrangell,pink salmon,0,,,,
7/6/2021,7,6,2021,285,PW-3,Port Wrangell,pink salmon,2,,,,
7/6/2021,7,6,2021,286,PW-2,Port Wrangell,pink salmon,1,,,,
7/6/2021,7,6,2021,287,PW-4,Port Wrangell,pink salmon,7,,,,
7/6/2022,7,6,2022,387,PW-1,Port Wrangell,pink salmon,1,,,,
7/6/2022,7,6,2022,388,PW-2,Port Wrangell,pink salmon,7,,,,
7/6/2022,7,6,2022,389,PW-3,Port Wrangell,pink salmon,2,,,,
7/6/2022,7,6,2022,390,PW-4,Port Wrangell,pink salmon,0,,,,
7/9/2023,7,1,2023,494,PW-1,Port Wrangell,pink salmon,0,,,,
7/9/2023,7,1,2023,495,PW-3,Port Wrangell,pink salmon,0,,,,
7/9/2023,7,1,2023,496,PW-4,Port Wrangell,pink salmon,1,,,,
7/9/2023,7,1,2023,497,PW-2,Port Wrangell,pink salmon,0,,,,
7/10/2024,7,10,2024,567,PW-1,Port Wrangell,pink salmon,1,,,,
7/10/2024,7,10,2024,568,PW-4,Port Wrangell,pink salmon,0,,,,
7/5/2023,7,1,2023,485,RR-3,Rodman Reach,pink salmon,162,,,,
7/5/2023,7,1,2023,486,RR-4,Rodman Reach,pink salmon,9,,,,
7/5/2023,7,1,2023,487,RR-1,Rodman Reach,pink salmon,1,,,,
7/7/2024,7,7,2024,558,RR-3,Rodman Reach,pink salmon,2,,,,
7/7/2024,7,7,2024,559,RR-4,Rodman Reach,pink salmon,0,,,,
7/7/2024,7,7,2024,560,RR-1,Rodman Reach,pink salmon,43,,,,
7/14/2018,7,14,2018,26,RR-1,Rodman Reach,pink salmon,0,,,,
7/14/2018,7,14,2018,27,RR-2,Rodman Reach,pink salmon,28,,,,
7/14/2018,7,14,2018,28,RR-3,Rodman Reach,pink salmon,2,,,,
7/14/2018,7,14,2018,29,RR-4,Rodman Reach,pink salmon,1,,,,
7/14/2018,7,14,2018,30,RR-5,Rodman Reach,pink salmon,7,,,,
7/14/2018,7,14,2018,31,RR-6,Rodman Reach,pink salmon,0,,,,
8/17/2018,8,17,2018,98,RR-1,Rodman Reach,pink salmon,3,,,,
8/17/2018,8,17,2018,99,RR-4,Rodman Reach,pink salmon,0,,,,
8/17/2018,8,17,2018,100,RR-5,Rodman Reach,pink salmon,0,,,,
8/20/2018,8,20,2018,101,RR-6,Rodman Reach,pink salmon,0,,,,
8/20/2018,8,20,2018,102,RR-2,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,171,RR-3,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,172,RR-5,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,173,RR-6,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,174,RR-4,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,175,RR-1,Rodman Reach,pink salmon,0,,,,
7/31/2019,7,31,2019,176,RR-2,Rodman Reach,pink salmon,0,,,,
7/28/2020,7,28,2020,247,Rod-1,Rodman Reach,pink salmon,0,,,,
7/28/2020,7,28,2020,248,Rod-2,Rodman Reach,pink salmon,1,,,,
7/28/2020,7,28,2020,249,Rod-4,Rodman Reach,pink salmon,0,,,,
7/28/2020,7,28,2020,250,Rod-3,Rodman Reach,pink salmon,0,,,,
7/28/2020,7,28,2020,251,Rod-5,Rodman Reach,pink salmon,0,,,,
7/28/2020,7,28,2020,252,Rod-6,Rodman Reach,pink salmon,0,,,,
7/28/2021,7,28,2021,322,Rod-1,Rodman Reach,pink salmon,47,,,,
7/28/2021,7,28,2021,323,Rod-3,Rodman Reach,pink salmon,0,,,,
7/28/2021,7,28,2021,324,Rod-5,Rodman Reach,pink salmon,0,,,,
7/28/2021,7,28,2021,325,Rod-6,Rodman Reach,pink salmon,0,,,,
7/28/2021,7,28,2021,326,Rod-4,Rodman Reach,pink salmon,17,,,,
7/28/2021,7,28,2021,327,Rod-2,Rodman Reach,pink salmon,55,,,,
5/17/2022,5,17,2022,348,RR-4,Rodman Reach,pink salmon,1,,,,
5/17/2022,5,17,2022,349,RR-3,Rodman Reach,pink salmon,10,,,,
5/17/2022,5,17,2022,350,RR-1,Rodman Reach,pink salmon,0,,,,
5/17/2022,5,17,2022,351,RR-birch,Rodman Reach,pink salmon,0,,,,
5/17/2022,5,17,2022,352,RR-2,Rodman Reach,pink salmon,0,,,,
7/25/2022,7,25,2022,418,RR-4,Rodman Reach,pink salmon,0,,,,
7/25/2022,7,25,2022,419,RR-1,Rodman Reach,pink salmon,2,,,,
7/25/2022,7,25,2022,420,RR-3,Rodman Reach,pink salmon,0,,,,
7/25/2022,7,25,2022,421,RR-2,Rodman Reach,pink salmon,1,,,,
5/9/2023,5,9,2023,448,RR-4,Rodman Reach,pink salmon,1,,,,
5/9/2023,5,9,2023,449,RR-3,Rodman Reach,pink salmon,725,,,,
5/9/2023,5,9,2023,450,RR-1,Rodman Reach,pink salmon,412,,,,
5/9/2023,5,9,2023,451,RR-birch,Rodman Reach,pink salmon,730,,,,
5/9/2023,5,9,2023,452,RR-2,Rodman Reach,pink salmon,0,,,,
7/26/2018,7,26,2018,57,Sand-1,Sand Point,pink salmon,0,,,,
7/26/2018,7,26,2018,58,Sand-2,Sand Point,pink salmon,0,,,,
7/26/2018,7,26,2018,59,Sand-3,Sand Point,pink salmon,0,,,,
7/21/2019,7,21,2019,158,Sand-2,Sand Point,pink salmon,0,,,,
7/21/2019,7,21,2019,159,Sand-3,Sand Point,pink salmon,0,,,,
7/20/2020,7,20,2020,239,Sand-2,Sand Point,pink salmon,0,,,,
7/20/2020,7,20,2020,240,Sand-3,Sand Point,pink salmon,0,,,,
7/21/2021,7,21,2021,315,Sand-2,Sand Point,pink salmon,0,,,,
7/21/2021,7,21,2021,316,Sand-3,Sand Point,pink salmon,0,,,,
7/19/2022,7,19,2022,416,Sand-2,Sand Point,pink salmon,0,,,,
7/19/2022,7,19,2022,417,Sand-3,Sand Point,pink salmon,0,,,,
7/24/2023,7,1,2023,524,Sand-2,Sand Point,pink salmon,0,,,,
7/24/2023,7,1,2023,525,Sand-3,Sand Point,pink salmon,0,,,,
7/16/2024,7,16,2024,569,Sand-2,Sand Point,pink salmon,0,,,,
7/16/2024,7,16,2024,570,Sand-3,Sand Point,pink salmon,0,,,,
7/5/2018,7,5,2018,1,Ugak-1,Ugak,pink salmon,7,,,,
7/5/2018,7,5,2018,2,Ugak-2,Ugak,pink salmon,1,,,,
7/5/2018,7,5,2018,3,Ugak-3,Ugak,pink salmon,21,,,,
7/5/2018,7,5,2018,4,Ugak-4,Ugak,pink salmon,0,,,,
7/5/2018,7,5,2018,5,Ugak-5,Ugak,pink salmon,0,,,,
7/5/2018,7,5,2018,6,Ugak-6,Ugak,pink salmon,11,,,,
8/28/2018,8,28,2018,123,Ugak-5,Ugak,pink salmon,1,,,,
8/28/2018,8,28,2018,124,Ugak-6,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,125,Ugak-3,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,126,Ugak-2,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,127,Ugak-1,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,128,Ugak-7,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,129,Ugak-4,Ugak,pink salmon,0,,,,
8/28/2018,8,28,2018,130,Ugak-8,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,196,Ugak-7,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,197,Ugak-2,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,198,Ugak-3,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,199,Ugak-4,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,200,Ugak-8,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,201,Ugak-5,Ugak,pink salmon,0,,,,
8/14/2019,8,14,2019,202,Ugak-6,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,271,Ugak-2,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,272,Ugak-3,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,273,Ugak-4,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,274,Ugak-8,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,275,Ugak-5,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,276,Ugak-6,Ugak,pink salmon,0,,,,
8/7/2020,8,7,2020,277,Ugak-7,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,341,Ugak-7,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,342,Ugak-2,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,343,Ugak-3,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,344,Ugak-4,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,345,Ugak-8,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,346,Ugak-6,Ugak,pink salmon,0,,,,
8/6/2021,8,6,2021,347,Ugak-5,Ugak,pink salmon,0,,,,
